,Location,Number of rooms,Floor number,Area of apartment,Price,Currency,Date,Condition,Document status
23711,Şah İsmayıl Xətai m.,2 otaqlı,19/24 mərtəbə,76 m²,173 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23712,İnşaatçılar m.,2 otaqlı,3/16 mərtəbə,90 m²,198 000,AZN,2024-10-28,Təmirli,Çıxarış var
23713,Nərimanov r.,3 otaqlı,10/14 mərtəbə,101 m²,325 000,AZN,2024-09-26,Təmirli,Çıxarış var
23714,Abşeron r.,2 otaqlı,11/11 mərtəbə,36 m²,53 000,AZN,2024-09-28,Təmirli,Çıxarış var
23715,Nəriman Nərimanov m.,3 otaqlı,9/16 mərtəbə,107 m²,270 000,AZN,2024-10-28,Təmirli,Çıxarış var
23716,Elmlər Akademiyası m.,4 otaqlı,5/5 mərtəbə,101 m²,269 000,AZN,2024-09-29,Təmirli,Çıxarış var
23717,Digah q.,1 otaqlı,2/3 mərtəbə,36 m²,60 000,AZN,2024-11-15,Təmirli,Çıxarış var
23718,Memar Əcəmi m.,4 otaqlı,17/19 mərtəbə,147 m²,310 000,AZN,2024-11-18,Təmirli,Çıxarış var
23719,Şah İsmayıl Xətai m.,4 otaqlı,11/13 mərtəbə,231.9 m²,927 600,AZN,2023-11-22,Təmirsiz,Çıxarış var
23720,İnşaatçılar m.,2 otaqlı,3/16 mərtəbə,80 m²,198 000,AZN,2024-10-28,Təmirli,Çıxarış var
23721,İnşaatçılar m.,3 otaqlı,5/16 mərtəbə,100 m²,230 000,AZN,2024-10-26,Təmirli,Çıxarış var
23722,Nizami m.,3 otaqlı,11/16 mərtəbə,80 m²,180 000,AZN,2024-10-28,Təmirli,Çıxarış var
23723,Elmlər Akademiyası m.,3 otaqlı,10/27 mərtəbə,107 m²,260 000,AZN,2024-08-27,Təmirsiz,Çıxarış var
23724,Azadlıq Prospekti m.,3 otaqlı,1/9 mərtəbə,70 m²,230 000,AZN,2024-10-28,Təmirli,Çıxarış var
23725,Neftçilər m.,2 otaqlı,12/17 mərtəbə,58 m²,145 000,AZN,2024-10-28,Təmirli,Müqavilə
23726,Neftçilər m.,2 otaqlı,5/17 mərtəbə,72.2 m²,190 000,AZN,2024-10-28,Təmirli,Çıxarış var
23727,Bakıxanov q.,3 otaqlı,16/19 mərtəbə,113 m²,168 000,AZN,2024-10-28,Təmirli,Çıxarış var
23728,Elmlər Akademiyası m.,3 otaqlı,13/18 mərtəbə,137 m²,246 600,AZN,2024-08-28,Təmirsiz,Müqavilə
23729,İnşaatçılar m.,2 otaqlı,10/17 mərtəbə,92 m²,188 000,AZN,2024-10-28,Təmirli,Çıxarış var
23730,Azadlıq Prospekti m.,2 otaqlı,4/5 mərtəbə,55 m²,127 500,AZN,2024-10-28,Təmirli,Çıxarış var
23731,Həzi Aslanov q.,2 otaqlı,11/16 mərtəbə,56 m²,135 000,AZN,2024-09-26,Təmirli,Müqavilə
23732,Nizami m.,2 otaqlı,6/17 mərtəbə,80 m²,319 000,AZN,2024-08-22,Təmirli,Çıxarış var
23733,Elmlər Akademiyası m.,4 otaqlı,4/14 mərtəbə,187 m²,505 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23734,Əhmədli q.,3 otaqlı,8/22 mərtəbə,110 m²,250 000,AZN,2024-09-18,Təmirli,Müqavilə
23735,Nizami m.,5 otaqlı,14/21 mərtəbə,286 m²,1 500 000,AZN,2024-10-28,Təmirli,Çıxarış var
23736,Neftçilər m.,3 otaqlı,9/17 mərtəbə,132 m²,338 000,AZN,2024-10-28,Təmirli,Çıxarış var
23737,Neftçilər m.,2 otaqlı,18/18 mərtəbə,50 m²,115 000,AZN,2024-10-28,Təmirli,Çıxarış var
23738,Səbail r.,2 otaqlı,11/18 mərtəbə,85 m²,178 000,AZN,2024-04-04,Təmirli,Çıxarış var
23739,Nardaran q.,1 otaqlı,6/7 mərtəbə,57.4 m²,235 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23740,Neftçilər m.,3 otaqlı,10/17 mərtəbə,130 m²,270 000,AZN,2024-10-28,Təmirli,Çıxarış var
23741,İnşaatçılar m.,2 otaqlı,3/16 mərtəbə,80 m²,198 000,AZN,2024-10-28,Təmirli,Çıxarış var
23742,Gənclik m.,3 otaqlı,9/16 mərtəbə,92 m²,212 000,AZN,2024-10-28,Təmirli,Müqavilə
23743,Elmlər Akademiyası m.,2 otaqlı,8/16 mərtəbə,90.7 m²,280 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23744,Masazır q.,2 otaqlı,7/8 mərtəbə,60 m²,88 000,AZN,2024-11-15,Təmirli,Çıxarış var
23745,Nərimanov r.,3 otaqlı,10/14 mərtəbə,127 m²,280 000,AZN,2024-10-10,Təmirsiz,Müqavilə
23746,Nəsimi r.,4 otaqlı,12/17 mərtəbə,227 m²,670 000,AZN,2024-09-16,Təmirli,Çıxarış var
23747,Nəriman Nərimanov m.,2 otaqlı,5/18 mərtəbə,75 m²,185 000,AZN,2024-08-16,Təmirli,Çıxarış var
23748,Həzi Aslanov m.,2 otaqlı,13/16 mərtəbə,63 m²,127 000,AZN,2024-10-28,Təmirli,Çıxarış var
23749,Abşeron r.,2 otaqlı,10/11 mərtəbə,56 m²,78 500,AZN,2024-05-24,Təmirli,Çıxarış var
23750,Nəsimi r.,6 otaqlı,17/18 mərtəbə,300 m²,350 000,AZN,2024-08-28,Təmirli,Çıxarış var
23751,Xətai r.,2 otaqlı,6/19 mərtəbə,75 m²,158 000,AZN,2024-09-26,Təmirsiz,Müqavilə
23752,Yeni Yasamal q.,3 otaqlı,11/11 mərtəbə,90 m²,140 000,AZN,2024-10-28,Təmirli,Çıxarış var
23753,Həzi Aslanov m.,3 otaqlı,7/17 mərtəbə,100 m²,245 000,AZN,2024-10-24,Təmirli,Müqavilə
23754,Nəriman Nərimanov m.,2 otaqlı,7/18 mərtəbə,102 m²,269 900,AZN,2024-09-27,Təmirli,Müqavilə
23755,Ağ şəhər q.,3 otaqlı,3/7 mərtəbə,124 m²,445 000,AZN,2024-09-25,Təmirsiz,Müqavilə
23756,Şah İsmayıl Xətai m.,3 otaqlı,6/16 mərtəbə,125 m²,320 000,AZN,2024-10-28,Təmirli,Çıxarış var
23757,Yeni Günəşli q.,2 otaqlı,15/15 mərtəbə,90 m²,119 000,AZN,2024-06-28,Təmirli,Müqavilə
23758,Xətai r.,3 otaqlı,16/19 mərtəbə,75 m²,135 000,AZN,2024-09-24,Təmirli,Çıxarış var
23759,28 May m.,4 otaqlı,6/14 mərtəbə,186 m²,410 000,AZN,2024-10-28,Təmirli,Çıxarış var
23760,İnşaatçılar m.,3 otaqlı,6/19 mərtəbə,99.5 m²,290 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23761,Masazır q.,3 otaqlı,5/8 mərtəbə,85 m²,115 000,AZN,2024-10-28,Təmirli,Çıxarış var
23762,Yeni Yasamal q.,3 otaqlı,13/18 mərtəbə,130 m²,250 000,AZN,2024-08-23,Təmirli,Çıxarış var
23763,8 Noyabr m.,3 otaqlı,15/18 mərtəbə,160 m²,350 000,AZN,2024-09-27,Təmirli,Çıxarış var
23764,Yasamal q.,4 otaqlı,11/12 mərtəbə,110 m²,290 000,AZN,2024-10-28,Təmirli,Çıxarış var
23765,28 May m.,3 otaqlı,15/17 mərtəbə,97 m²,250 000,AZN,2024-10-28,Təmirli,Çıxarış var
23766,Binəqədi r.,3 otaqlı,12/17 mərtəbə,163 m²,380 000,AZN,2024-10-28,Təmirli,Çıxarış var
23767,Nizami m.,4 otaqlı,5/24 mərtəbə,225 m²,585 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23768,Nizami m.,5 otaqlı,8/24 mərtəbə,280 m²,672 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23769,Nəriman Nərimanov m.,4 otaqlı,7/8 mərtəbə,164 m²,450 000,AZN,2024-10-28,Təmirli,Müqavilə
23770,İnşaatçılar m.,3 otaqlı,17/19 mərtəbə,115 m²,212 000,AZN,2024-09-22,Təmirli,Çıxarış var
23771,Nəsimi m.,3 otaqlı,5/13 mərtəbə,130 m²,270 000,AZN,2024-10-28,Təmirli,Çıxarış var
23772,Masazır q.,2 otaqlı,3/8 mərtəbə,70 m²,70 000,AZN,2023-10-19,Təmirsiz,Çıxarış var
23773,Əhmədli m.,1 otaqlı,2/18 mərtəbə,50 m²,108 000,AZN,2024-10-27,Təmirli,Müqavilə
23774,Bayıl q.,3 otaqlı,7/11 mərtəbə,173.4 m²,572 220,AZN,2024-04-30,Təmirsiz,Müqavilə
23775,28 May m.,4 otaqlı,14/16 mərtəbə,187.5 m²,562 440,AZN,2024-06-05,Təmirsiz,Müqavilə
23776,Nəriman Nərimanov m.,3 otaqlı,7/17 mərtəbə,105 m²,275 000,AZN,2024-10-28,Təmirli,Müqavilə
23777,28 May m.,3 otaqlı,15/17 mərtəbə,94 m²,202 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23778,Azadlıq Prospekti m.,2 otaqlı,9/9 mərtəbə,58 m²,119 000,AZN,2024-10-28,Təmirli,Çıxarış var
23779,İnşaatçılar m.,2 otaqlı,11/20 mərtəbə,85 m²,215 000,AZN,2024-09-05,Təmirli,Çıxarış var
23780,İnşaatçılar m.,3 otaqlı,9/12 mərtəbə,139 m²,269 000,AZN,2024-10-28,Təmirli,Çıxarış var
23781,Memar Əcəmi m.,2 otaqlı,9/16 mərtəbə,55 m²,148 000,AZN,2024-10-28,Təmirli,Çıxarış var
23782,Masazır q.,2 otaqlı,1/6 mərtəbə,60 m²,70 000,AZN,2024-09-27,Təmirli,Çıxarış var
23783,Nəriman Nərimanov m.,3 otaqlı,8/19 mərtəbə,130 m²,235 000,AZN,2024-10-28,Təmirli,Çıxarış var
23784,Nizami m.,4 otaqlı,6/17 mərtəbə,195 m²,478 000,AZN,2024-10-19,Təmirli,Çıxarış var
23785,İnşaatçılar m.,3 otaqlı,14/19 mərtəbə,110 m²,205 000,AZN,2024-10-28,Təmirli,Müqavilə
23786,8 Noyabr m.,3 otaqlı,26/27 mərtəbə,100 m²,399 000,AZN,2024-10-28,Təmirli,Çıxarış var
23787,Nəsimi r.,4 otaqlı,4/18 mərtəbə,158 m²,318 000,AZN,2024-10-26,Təmirsiz,Müqavilə
23788,Azadlıq Prospekti m.,5 otaqlı,3/16 mərtəbə,180 m²,350 000,AZN,2024-06-04,Təmirli,Çıxarış var
23789,Memar Əcəmi m.,4 otaqlı,13/16 mərtəbə,120 m²,230 000,AZN,2024-01-18,Təmirli,Çıxarış var
23790,Nizami m.,4 otaqlı,6/23 mərtəbə,215 m²,615 000,AZN,2024-08-28,Təmirli,Çıxarış var
23791,20 Yanvar m.,3 otaqlı,13/17 mərtəbə,100 m²,235 000,AZN,2024-10-28,Təmirli,Çıxarış var
23792,Memar Əcəmi m.,2 otaqlı,5/18 mərtəbə,100 m²,180 000,AZN,2024-10-28,Təmirli,Müqavilə
23793,İçəri Şəhər m.,4 otaqlı,10/15 mərtəbə,209 m²,650 000,AZN,2024-04-27,Təmirsiz,Çıxarış var
23794,8 Noyabr m.,3 otaqlı,8/13 mərtəbə,130 m²,350 000,AZN,2024-09-28,Təmirli,Çıxarış var
23795,Nəsimi r.,3 otaqlı,12/16 mərtəbə,105 m²,340 000,AZN,2024-05-24,Təmirli,Çıxarış var
23796,20 Yanvar m.,3 otaqlı,5/20 mərtəbə,61 m²,159 000,AZN,2024-09-14,Təmirli,Çıxarış var
23797,Gənclik m.,2 otaqlı,14/18 mərtəbə,90 m²,202 500,AZN,2024-09-28,Təmirsiz,Müqavilə
23798,Həzi Aslanov m.,1 otaqlı,13/16 mərtəbə,66 m²,139 000,AZN,2024-10-28,Təmirli,Çıxarış var
23799,Nəsimi r.,3 otaqlı,10/12 mərtəbə,110 m²,325 000,AZN,2024-10-28,Təmirli,Müqavilə
23800,Ağ şəhər q.,3 otaqlı,5/8 mərtəbə,103 m²,624 551,AZN,2024-09-10,Təmirli,Müqavilə
23801,20 Yanvar m.,2 otaqlı,20/20 mərtəbə,90 m²,202 500,AZN,2024-09-26,Təmirli,Çıxarış var
23802,Elmlər Akademiyası m.,3 otaqlı,6/25 mərtəbə,125 m²,224 500,AZN,2024-03-31,Təmirli,Çıxarış var
23803,28 May m.,6 otaqlı,14/15 mərtəbə,400 m²,810 000,AZN,2024-08-12,Təmirli,Çıxarış var
23804,İnşaatçılar m.,2 otaqlı,3/19 mərtəbə,43 m²,130 000,AZN,2024-10-28,Təmirli,Çıxarış var
23805,Nəsimi r.,2 otaqlı,13/15 mərtəbə,54 m²,168 000,AZN,2024-10-28,Təmirli,Çıxarış var
23806,Nəsimi r.,3 otaqlı,15/20 mərtəbə,105 m²,318 000,AZN,2024-10-28,Təmirli,Müqavilə
23807,Şah İsmayıl Xətai m.,1 otaqlı,9/16 mərtəbə,61 m²,168 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23808,Elmlər Akademiyası m.,3 otaqlı,7/16 mərtəbə,153 m²,383 000,AZN,2024-08-31,Təmirsiz,Müqavilə
23809,Nərimanov r.,3 otaqlı,12/17 mərtəbə,122 m²,305 000,AZN,2024-06-01,Təmirsiz,Çıxarış var
23810,8 Noyabr m.,3 otaqlı,9/14 mərtəbə,115 m²,255 000,AZN,2024-05-30,Təmirli,Çıxarış var
23811,İnşaatçılar m.,3 otaqlı,9/19 mərtəbə,116 m²,212 000,AZN,2024-10-28,Təmirli,Çıxarış var
23812,Nərimanov r.,3 otaqlı,9/16 mərtəbə,100 m²,260 000,AZN,2024-08-08,Təmirli,Çıxarış var
23813,İnşaatçılar m.,2 otaqlı,4/12 mərtəbə,65 m²,129 000,AZN,2024-10-28,Təmirli,Çıxarış var
23814,Xalqlar Dostluğu m.,2 otaqlı,14/17 mərtəbə,66 m²,142 000,AZN,2024-10-28,Təmirli,Çıxarış var
23815,Avtovağzal m.,2 otaqlı,15/16 mərtəbə,70 m²,155 000,AZN,2024-04-06,Təmirli,Müqavilə
23816,20 Yanvar m.,3 otaqlı,2/16 mərtəbə,134 m²,307 000,AZN,2024-09-28,Təmirli,Çıxarış var
23817,Masazır q.,2 otaqlı,4/9 mərtəbə,66 m²,98 500,AZN,2024-09-27,Təmirli,Çıxarış var
23818,Masazır q.,2 otaqlı,6/7 mərtəbə,55 m²,68 000,AZN,2024-06-25,Təmirli,Müqavilə
23819,Neftçilər m.,3 otaqlı,10/17 mərtəbə,130 m²,270 000,AZN,2024-10-28,Təmirli,Çıxarış var
23820,İnşaatçılar m.,2 otaqlı,4/16 mərtəbə,104 m²,288 000,AZN,2024-10-24,Təmirli,Çıxarış var
23821,Yeni Yasamal q.,2 otaqlı,10/18 mərtəbə,85 m²,165 000,AZN,2024-10-28,Təmirli,Çıxarış var
23822,Nəriman Nərimanov m.,3 otaqlı,11/16 mərtəbə,140 m²,355 000,AZN,2024-09-18,Təmirli,Çıxarış var
23823,Şah İsmayıl Xətai m.,2 otaqlı,12/20 mərtəbə,65 m²,215 000,AZN,2024-10-28,Təmirli,Müqavilə
23824,28 May m.,3 otaqlı,10/16 mərtəbə,135 m²,338 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23825,Koroğlu m.,3 otaqlı,15/16 mərtəbə,136.1 m²,295 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23826,Azadlıq Prospekti m.,2 otaqlı,2/10 mərtəbə,50 m²,145 000,AZN,2024-10-28,Təmirli,Çıxarış var
23827,Həzi Aslanov m.,3 otaqlı,15/17 mərtəbə,105 m²,194 000,AZN,2024-10-28,Təmirli,Çıxarış var
23828,Şah İsmayıl Xətai m.,3 otaqlı,3/19 mərtəbə,157 m²,310 000,AZN,2024-05-14,Təmirli,Çıxarış var
23829,20 Yanvar m.,4 otaqlı,9/17 mərtəbə,210 m²,415 000,AZN,2024-08-30,Təmirli,Çıxarış var
23830,Ağ şəhər q.,3 otaqlı,10/20 mərtəbə,135 m²,535 000,AZN,2024-05-20,Təmirsiz,Müqavilə
23831,Şah İsmayıl Xətai m.,4 otaqlı,6/20 mərtəbə,210.5 m²,700 000,AZN,2024-04-18,Təmirli,Çıxarış var
23832,Nizami m.,4 otaqlı,10/12 mərtəbə,200 m²,440 000,AZN,2024-08-29,Təmirli,Çıxarış var
23833,Memar Əcəmi m.,2 otaqlı,10/16 mərtəbə,55 m²,148 000,AZN,2024-10-28,Təmirli,Çıxarış var
23834,Şah İsmayıl Xətai m.,3 otaqlı,5/16 mərtəbə,150 m²,345 000,AZN,2024-09-26,Təmirsiz,Çıxarış var
23835,İnşaatçılar m.,3 otaqlı,11/18 mərtəbə,100 m²,164 500,AZN,2024-10-29,Təmirli,Çıxarış var
23836,Nəriman Nərimanov m.,3 otaqlı,7/12 mərtəbə,100 m²,330 000,AZN,2024-10-28,Təmirli,Çıxarış var
23837,Nərimanov r.,4 otaqlı,14/17 mərtəbə,279 m²,655 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23838,Yeni Yasamal q.,2 otaqlı,8/17 mərtəbə,85 m²,165 000,AZN,2024-10-28,Təmirli,Çıxarış var
23839,Nəsimi r.,3 otaqlı,9/11 mərtəbə,107 m²,245 000,AZN,2024-08-28,Təmirli,Müqavilə
23840,Yeni Yasamal q.,3 otaqlı,12/13 mərtəbə,136 m²,269 000,AZN,2024-09-16,Təmirli,Çıxarış var
23841,Nəriman Nərimanov m.,2 otaqlı,3/8 mərtəbə,80 m²,245 000,AZN,2024-10-28,Təmirli,Müqavilə
23842,Gənclik m.,3 otaqlı,3/14 mərtəbə,183 m²,272 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23843,Nizami r.,3 otaqlı,15/19 mərtəbə,80 m²,215 000,AZN,2024-10-28,Təmirli,Müqavilə
23844,Nərimanov r.,4 otaqlı,5/17 mərtəbə,182 m²,420 000,AZN,2024-10-07,Təmirli,Çıxarış var
23845,Nəsimi r.,2 otaqlı,10/16 mərtəbə,82 m²,200 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23846,28 May m.,3 otaqlı,6/16 mərtəbə,145 m²,315 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23847,Elmlər Akademiyası m.,3 otaqlı,8/16 mərtəbə,102 m²,240 000,AZN,2024-10-28,Təmirli,Çıxarış var
23848,20 Yanvar m.,3 otaqlı,4/18 mərtəbə,137 m²,269 000,AZN,2024-10-28,Təmirli,Çıxarış var
23849,Yasamal r.,3 otaqlı,17/20 mərtəbə,119 m²,195 500,AZN,2024-10-28,Təmirli,Çıxarış var
23850,Şah İsmayıl Xətai m.,2 otaqlı,13/20 mərtəbə,90.8 m²,286 000,AZN,2024-07-29,Təmirsiz,Çıxarış var
23851,8 Noyabr m.,3 otaqlı,5/7 mərtəbə,139 m²,329 000,AZN,2024-10-28,Təmirli,Çıxarış var
23852,Nəsimi m.,2 otaqlı,14/17 mərtəbə,67 m²,160 000,AZN,2024-09-28,Təmirli,Çıxarış var
23853,Badamdar q.,2 otaqlı,18/19 mərtəbə,67 m²,164 000,AZN,2024-08-29,Təmirli,Çıxarış var
23854,7-ci mikrorayon q.,2 otaqlı,8/10 mərtəbə,46 m²,135 000,AZN,2024-10-28,Təmirli,Çıxarış var
23855,Nizami r.,3 otaqlı,10/17 mərtəbə,130 m²,270 000,AZN,2024-10-28,Təmirli,Çıxarış var
23856,28 May m.,2 otaqlı,12/18 mərtəbə,50 m²,169 000,AZN,2024-09-27,Təmirli,Müqavilə
23857,Ağ şəhər q.,3 otaqlı,7/8 mərtəbə,120 m²,395 000,AZN,2024-10-07,Təmirsiz,Müqavilə
23858,Nardaran q.,1 otaqlı,5/9 mərtəbə,57 m²,80 700,AZN,2024-11-18,Təmirsiz,Müqavilə
23859,Koroğlu m.,3 otaqlı,6/16 mərtəbə,146.4 m²,425 292,AZN,2024-10-17,Təmirli,Müqavilə
23860,20 Yanvar m.,3 otaqlı,8/16 mərtəbə,102 m²,240 000,AZN,2024-10-28,Təmirli,Çıxarış var
23861,Həzi Aslanov m.,1 otaqlı,16/17 mərtəbə,55 m²,115 000,AZN,2024-10-28,Təmirli,Çıxarış var
23862,Şah İsmayıl Xətai m.,3 otaqlı,15/15 mərtəbə,80 m²,210 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23863,Xətai r.,2 otaqlı,2/16 mərtəbə,50 m²,155 000,AZN,2024-10-28,Təmirli,Müqavilə
23864,İnşaatçılar m.,2 otaqlı,2/18 mərtəbə,65 m²,185 000,AZN,2024-09-27,Təmirli,Çıxarış var
23865,İçəri Şəhər m.,5 otaqlı,9/15 mərtəbə,260 m²,1 150 000,AZN,2024-09-28,Təmirli,Çıxarış var
23866,Masazır q.,2 otaqlı,8/9 mərtəbə,44 m²,63 000,AZN,2024-10-28,Təmirli,Çıxarış var
23867,Həzi Aslanov q.,2 otaqlı,3/17 mərtəbə,57 m²,127 000,AZN,2024-09-26,Təmirli,Çıxarış var
23868,Xətai r.,3 otaqlı,3/19 mərtəbə,85 m²,215 000,AZN,2024-10-28,Təmirli,Çıxarış var
23869,28 May m.,3 otaqlı,15/17 mərtəbə,97 m²,250 000,AZN,2024-10-28,Təmirli,Çıxarış var
23870,Qara Qarayev m.,4 otaqlı,9/17 mərtəbə,181 m²,270 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23871,Nəriman Nərimanov m.,3 otaqlı,5/8 mərtəbə,110 m²,270 000,AZN,2024-10-28,Təmirli,Çıxarış var
23872,Qara Qarayev m.,1 otaqlı,15/17 mərtəbə,70 m²,138 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23873,Xətai r.,3 otaqlı,6/18 mərtəbə,120 m²,318 000,AZN,2024-10-28,Təmirli,Çıxarış var
23874,8 Noyabr m.,3 otaqlı,3/17 mərtəbə,95 m²,203 000,AZN,2024-10-28,Təmirli,Çıxarış var
23875,Nizami m.,2 otaqlı,18/20 mərtəbə,78 m²,250 000,AZN,2024-10-28,Təmirli,Çıxarış var
23876,9-cu mikrorayon q.,3 otaqlı,7/17 mərtəbə,119 m²,254 900,AZN,2024-10-28,Təmirli,Çıxarış var
23877,Nəriman Nərimanov m.,4 otaqlı,11/16 mərtəbə,167 m²,315 000,AZN,2024-10-28,Təmirli,Müqavilə
23878,Badamdar q.,3 otaqlı,2/18 mərtəbə,96 m²,158 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23879,Neftçilər m.,4 otaqlı,16/17 mərtəbə,120 m²,240 000,AZN,2024-10-28,Təmirli,Çıxarış var
23880,Nəsimi r.,3 otaqlı,3/18 mərtəbə,100 m²,240 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23881,Nəsimi r.,3 otaqlı,3/18 mərtəbə,62 m²,195 000,AZN,2024-10-28,Təmirli,Çıxarış var
23882,Əhmədli m.,2 otaqlı,7/16 mərtəbə,65 m²,174 000,AZN,2024-10-28,Təmirli,Çıxarış var
23883,Binəqədi r.,2 otaqlı,12/16 mərtəbə,95 m²,198 000,AZN,2024-08-09,Təmirli,Çıxarış var
23884,Nərimanov r.,2 otaqlı,5/14 mərtəbə,103.5 m²,248 280,AZN,2023-08-31,Təmirsiz,Müqavilə
23885,Elmlər Akademiyası m.,3 otaqlı,14/18 mərtəbə,129 m²,340 000,AZN,2024-05-08,Təmirli,Çıxarış var
23886,Nardaran q.,3 otaqlı,3/6 mərtəbə,147.4 m²,538 966,AZN,2024-07-16,Təmirli,Müqavilə
23887,20 Yanvar m.,2 otaqlı,19/20 mərtəbə,47 m²,129 000,AZN,2024-09-12,Təmirli,Çıxarış var
23888,Nizami m.,4 otaqlı,2/13 mərtəbə,216 m²,600 000,AZN,2024-10-28,Təmirli,Çıxarış var
23889,Qara Qarayev m.,3 otaqlı,2/17 mərtəbə,120 m²,290 000,AZN,2024-10-09,Təmirli,Çıxarış var
23890,Nərimanov r.,3 otaqlı,12/15 mərtəbə,153 m²,382 500,AZN,2024-10-28,Təmirsiz,Çıxarış var
23891,İnşaatçılar m.,2 otaqlı,10/17 mərtəbə,85 m²,165 000,AZN,2024-10-28,Təmirli,Çıxarış var
23892,Avtovağzal m.,3 otaqlı,10/17 mərtəbə,70 m²,155 000,AZN,2024-09-23,Təmirli,Çıxarış var
23893,Nərimanov r.,2 otaqlı,12/16 mərtəbə,92 m²,273 000,AZN,2024-09-28,Təmirli,Çıxarış var
23894,İnşaatçılar m.,5 otaqlı,16/17 mərtəbə,205 m²,327 000,AZN,2024-10-28,Təmirli,Çıxarış var
23895,Şah İsmayıl Xətai m.,2 otaqlı,15/15 mərtəbə,70 m²,190 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23896,Nardaran q.,1 otaqlı,3/7 mərtəbə,56 m²,188 000,AZN,2024-09-28,Təmirsiz,Müqavilə
23897,Qara Qarayev m.,2 otaqlı,18/19 mərtəbə,67 m²,167 000,AZN,2024-09-28,Təmirli,Müqavilə
23898,Memar Əcəmi m.,4 otaqlı,11/11 mərtəbə,120 m²,197 900,AZN,2024-10-28,Təmirli,Çıxarış var
23899,Elmlər Akademiyası m.,2 otaqlı,10/12 mərtəbə,62.5 m²,188 000,AZN,2024-10-28,Təmirli,Çıxarış var
23900,Ağ şəhər q.,2 otaqlı,4/6 mərtəbə,47 m²,305 000,AZN,2024-10-17,Təmirli,Müqavilə
23901,8 Noyabr m.,3 otaqlı,12/19 mərtəbə,104 m²,260 000,AZN,2024-07-08,Təmirli,Müqavilə
23902,Elmlər Akademiyası m.,3 otaqlı,21/23 mərtəbə,124 m²,320 000,AZN,2024-07-26,Təmirli,Çıxarış var
23903,Nəsimi r.,3 otaqlı,5/17 mərtəbə,158 m²,500 000,AZN,2024-08-27,Təmirli,Çıxarış var
23904,Memar Əcəmi m.,3 otaqlı,7/7 mərtəbə,110 m²,260 000,AZN,2024-10-03,Təmirli,Çıxarış var
23905,Azadlıq Prospekti m.,3 otaqlı,4/4 mərtəbə,90 m²,78 000,AZN,2024-10-28,Təmirsiz,Müqavilə
23906,Elmlər Akademiyası m.,3 otaqlı,12/16 mərtəbə,142 m²,292 000,AZN,2024-05-08,Təmirli,Çıxarış var
23907,Nəsimi r.,4 otaqlı,6/18 mərtəbə,190 m²,573 000,AZN,2023-12-30,Təmirli,Müqavilə
23908,Azadlıq Prospekti m.,3 otaqlı,15/18 mərtəbə,100 m²,295 000,AZN,2024-08-26,Təmirli,Çıxarış var
23909,Həzi Aslanov m.,3 otaqlı,3/6 mərtəbə,95 m²,219 000,AZN,2024-08-22,Təmirli,Çıxarış var
23910,Həzi Aslanov m.,2 otaqlı,4/16 mərtəbə,55 m²,135 000,AZN,2024-07-29,Təmirli,Müqavilə
23911,İnşaatçılar m.,4 otaqlı,4/10 mərtəbə,200 m²,430 000,AZN,2024-10-28,Təmirli,Çıxarış var
23912,Neftçilər m.,2 otaqlı,14/20 mərtəbə,76 m²,169 999,AZN,2024-09-09,Təmirli,Çıxarış var
23913,Gənclik m.,3 otaqlı,5/14 mərtəbə,65 m²,177 000,AZN,2024-11-21,Təmirli,Müqavilə
23914,28 May m.,3 otaqlı,4/16 mərtəbə,110 m²,360 000,AZN,2024-10-24,Təmirli,Müqavilə
23915,Əhmədli m.,2 otaqlı,12/16 mərtəbə,90 m²,195 000,AZN,2024-11-06,Təmirli,Çıxarış var
23916,Gənclik m.,3 otaqlı,13/16 mərtəbə,155 m²,318 000,AZN,2024-10-28,Təmirli,Çıxarış var
23917,Nizami r.,3 otaqlı,14/16 mərtəbə,120 m²,275 000,AZN,2024-10-28,Təmirli,Çıxarış var
23918,Azadlıq Prospekti m.,3 otaqlı,3/14 mərtəbə,183 m²,265 000,AZN,2024-10-28,Təmirsiz,Çıxarış var
23919,İçəri Şəhər m.,4 otaqlı,11/14 mərtəbə,209 m²,646 000,AZN,2024-10-13,Təmirsiz,Çıxarış var
